test_csv,idx,mode,key,chosen_budget,best_budget,correct,tokens,utility
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_052641.csv,0,first4,hannah|slips|on|a,256,512,0,288.0,-0.08437499999999999
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_052641.csv,1,first4,gene|is|sewing|a,128,128,1,160.0,0.953125
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_052641.csv,2,first4,an|air|conditioner|cools,128,128,0,160.0,-0.046875
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_052641.csv,3,first4,raymond|had|21|then,128,128,1,160.0,0.953125
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_052641.csv,4,first4,vicki|is|planning|a,256,256,1,262.0,0.9232421875
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_052641.csv,5,first4,lee|rears|only|sheep,256,128,0,288.0,-0.08437499999999999
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_052641.csv,6,first4,aleena|subscribed|to|a,128,128,0,160.0,-0.046875
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_052641.csv,7,first4,diane|gave|a|number,256,256,1,288.0,0.915625
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_052641.csv,8,first4,tom|gets|4|car,256,128,1,288.0,0.915625
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_052641.csv,9,first4,juan|wants|to|add,256,256,1,288.0,0.915625
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_052641.csv,10,first4,if|it|takes|3,128,128,0,134.0,-0.039257812499999996
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_052641.csv,11,first4,johnny|is|picking|up,256,256,1,288.0,0.915625
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_052641.csv,12,first4,edgar|eats|18|pretzels,256,128,1,288.0,0.915625
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_052641.csv,13,first4,rita|hand|picks|junebugs,256,128,0,288.0,-0.08437499999999999
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_052641.csv,14,first4,luke|is|spending|time,256,512,0,288.0,-0.08437499999999999
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_052641.csv,15,first4,mike|was|a|pen,256,256,1,288.0,0.915625
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_052641.csv,16,first4,theo|bought|a|pen,128,128,1,160.0,0.953125
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_052641.csv,17,first4,marissa|is|hiking|a,256,256,1,288.0,0.915625
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_052641.csv,18,first4,twenty|dozen|cups|cost,128,128,0,160.0,-0.046875
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_052641.csv,19,first4,frankie|and|binkie|went,256,128,1,288.0,0.915625
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_052641.csv,20,first4,the|bakers|at|the,256,256,1,262.0,0.9232421875
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_052641.csv,21,first4,a|food|caterer|was,256,256,1,288.0,0.915625
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_052641.csv,22,first4,stephen|borrowed|300|from,128,128,0,160.0,-0.046875
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_052641.csv,23,first4,ali|has|four|10,256,256,1,288.0,0.915625
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_052641.csv,24,first4,if|6|potatoes|makes,256,128,1,288.0,0.915625
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_052641.csv,25,first4,derrick|has|a|bakery,512,512,1,544.0,0.840625
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_052641.csv,26,first4,a|fog|bank|rolls,256,128,1,288.0,0.915625
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_052641.csv,27,first4,henry|is|making|cookies,256,512,0,288.0,-0.08437499999999999
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_052641.csv,28,first4,the|ice|cream|parlor,512,512,1,544.0,0.840625
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_052641.csv,29,first4,there|are|forty|apples,128,128,1,160.0,0.953125
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_052641.csv,30,first4,hannah|needs|to|drink,256,128,0,288.0,-0.08437499999999999
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_052641.csv,31,first4,mr|ruther|sold|3,128,128,0,160.0,-0.046875
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_052641.csv,32,first4,larry|loves|taking|care,512,512,1,518.0,0.8482421875
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_052641.csv,33,first4,alice|likes|to|count,256,128,0,288.0,-0.08437499999999999
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_052641.csv,34,first4,a|phone|tree|is,256,512,0,288.0,-0.08437499999999999
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_052641.csv,35,first4,shiloh|is|44|years,512,512,1,544.0,0.840625
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_052641.csv,36,first4,jenny|is|dividing|up,256,128,0,288.0,-0.08437499999999999
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_052641.csv,37,first4,ella|earned|33|for,256,128,1,288.0,0.915625
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_052641.csv,38,first4,paul|is|at|a,256,512,0,288.0,-0.08437499999999999
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_052641.csv,39,first4,in|his|training|as,256,128,0,288.0,-0.08437499999999999
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_055128.csv,0,first4,at|a|restaurant|juice,128,128,1,160.0,0.953125
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_055128.csv,1,first4,a|crocodile|grows|8,128,128,1,160.0,0.953125
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_055128.csv,2,first4,baldur|gets|water|from,128,128,1,160.0,0.953125
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_055128.csv,3,first4,john|has|10|hectares,256,128,0,288.0,-0.08437499999999999
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_055128.csv,4,first4,steve|and|tim|decide,256,128,0,288.0,-0.08437499999999999
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_055128.csv,5,first4,sunny|is|selling|gingerbread,256,256,1,288.0,0.915625
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_055128.csv,6,first4,brian|s|friend|bobby,256,256,1,288.0,0.915625
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_055128.csv,7,first4,if|every|second|a,256,512,0,288.0,-0.08437499999999999
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_055128.csv,8,first4,john|makes|himself|a,256,512,0,288.0,-0.08437499999999999
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_055128.csv,9,first4,pam|and|fred|went,128,128,0,160.0,-0.046875
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_055128.csv,10,first4,marcel|runs|a|bicycle,128,128,0,160.0,-0.046875
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_055128.csv,11,first4,romeo|boards|a|train,512,512,1,526.0,0.8458984375
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_055128.csv,12,first4,if|raymond|does|half,256,128,0,288.0,-0.08437499999999999
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_055128.csv,13,first4,joey|plays|football|every,256,128,1,288.0,0.915625
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_055128.csv,14,first4,nine|of|the|kids,128,128,1,141.0,0.95869140625
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_055128.csv,15,first4,tomorrow|42|adults|and,256,128,0,288.0,-0.08437499999999999
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_055128.csv,16,first4,michael|is|traveling|on,256,256,1,263.0,0.92294921875
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_055128.csv,17,first4,apple|high|school|is,256,512,0,288.0,-0.08437499999999999
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_055128.csv,18,first4,a|simple|folding|newspaper,256,128,0,288.0,-0.08437499999999999
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_055128.csv,19,first4,4|adults|and|8,256,512,0,288.0,-0.08437499999999999
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_055128.csv,20,first4,cedar|falls|middle|school,256,256,1,263.0,0.92294921875
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_055128.csv,21,first4,a|nurses|station|orders,256,512,0,288.0,-0.08437499999999999
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_055128.csv,22,first4,tom|found|214|seashells,256,256,1,288.0,0.915625
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_055128.csv,23,first4,if|it|takes|3,128,128,0,134.0,-0.039257812499999996
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_055128.csv,24,first4,john|buys|a|cassette,256,256,1,288.0,0.915625
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_055128.csv,25,first4,john|collects|peaches|for,128,128,1,160.0,0.953125
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_055128.csv,26,first4,ron|is|fed|up,128,128,1,160.0,0.953125
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_055128.csv,27,first4,an|electronics|seller|bought,128,128,1,160.0,0.953125
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_055128.csv,28,first4,john|decides|to|build,256,512,0,288.0,-0.08437499999999999
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_055128.csv,29,first4,kris|is|trying|to,256,256,1,268.0,0.921484375
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_055128.csv,30,first4,a|loaf|of|bread,256,128,1,288.0,0.915625
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_055128.csv,31,first4,a|trader|buys|some,256,128,0,288.0,-0.08437499999999999
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_055128.csv,32,first4,ruby|is|6|times,512,512,1,518.0,0.8482421875
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_055128.csv,33,first4,a|tub|of|ice,256,128,0,288.0,-0.08437499999999999
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_055128.csv,34,first4,poppy|is|solving|a,128,128,1,135.0,0.96044921875
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_055128.csv,35,first4,if|one|person|can,256,512,0,288.0,-0.08437499999999999
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_055128.csv,36,first4,tracy|used|a|piece,256,128,1,288.0,0.915625
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_055128.csv,37,first4,isabelle|bought|party|supplies,512,512,1,544.0,0.840625
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_055128.csv,38,first4,an|air|conditioner|cools,128,128,0,160.0,-0.046875
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_055128.csv,39,first4,for|one|medical|dosage,256,128,0,288.0,-0.08437499999999999
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_060842.csv,0,first4,a|three|toed|sloth,128,128,1,160.0,0.953125
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_060842.csv,1,first4,at|the|local|pick,128,128,0,160.0,-0.046875
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_060842.csv,2,first4,samwell|owns|an|appliances,512,512,1,544.0,0.840625
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_060842.csv,3,first4,marilyn|s|first|record,256,128,0,288.0,-0.08437499999999999
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_060842.csv,4,first4,charlotte|went|into|the,256,128,0,288.0,-0.08437499999999999
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_060842.csv,5,first4,marcus|is|trying|to,128,128,1,139.0,0.95927734375
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_060842.csv,6,first4,a|pencil|cost|0,256,256,1,288.0,0.915625
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_060842.csv,7,first4,a|football|team|has,256,128,0,288.0,-0.08437499999999999
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_060842.csv,8,first4,david|has|12|48,256,128,1,288.0,0.915625
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_060842.csv,9,first4,becky|jake|and|silvia,256,512,0,288.0,-0.08437499999999999
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_060842.csv,10,first4,a|magazine|costs|half,256,128,1,288.0,0.915625
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_060842.csv,11,first4,nissa|hires|60|seasonal,256,128,1,288.0,0.915625
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_060842.csv,12,first4,cody|and|trevor|had,256,256,1,288.0,0.915625
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_060842.csv,13,first4,lana|is|brewing|cups,256,256,1,288.0,0.915625
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_060842.csv,14,first4,james|is|counting|his,256,128,0,288.0,-0.08437499999999999
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_060842.csv,15,first4,raymond|had|21|then,128,128,1,160.0,0.953125
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_060842.csv,16,first4,the|great|dragon|perg,256,512,0,288.0,-0.08437499999999999
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_060842.csv,17,first4,marie|ordered|one|chicken,256,512,0,288.0,-0.08437499999999999
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_060842.csv,18,first4,carla|just|gave|birth,256,128,0,288.0,-0.08437499999999999
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_060842.csv,19,first4,anakin|and|locsin|went,256,128,0,263.0,-0.07705078124999999
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_060842.csv,20,first4,carl|buys|ten|packs,256,128,1,288.0,0.915625
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_060842.csv,21,first4,the|number|of|songs,256,256,1,288.0,0.915625
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_060842.csv,22,first4,jayden|had|70|from,256,256,1,288.0,0.915625
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_060842.csv,23,first4,andrew|bakes|200|mini,256,512,0,288.0,-0.08437499999999999
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_060842.csv,24,first4,comet|halley|orbits|the,512,512,1,544.0,0.840625
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_060842.csv,25,first4,luke|is|buying|fabric,256,128,1,288.0,0.915625
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_060842.csv,26,first4,joey|has|214|points,128,128,0,160.0,-0.046875
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_060842.csv,27,first4,to|heat|during|the,256,256,1,288.0,0.915625
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_060842.csv,28,first4,theo|has|6000|he,512,512,1,544.0,0.840625
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_060842.csv,29,first4,greg|has|an|alarm,256,128,0,288.0,-0.08437499999999999
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_060842.csv,30,first4,jeff|s|work|is,256,128,0,288.0,-0.08437499999999999
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_060842.csv,31,first4,for|his|30th|birthday,256,512,0,288.0,-0.08437499999999999
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_060842.csv,32,first4,jerry|is|rolling|a,128,128,0,160.0,-0.046875
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_060842.csv,33,first4,it|takes|20|minutes,128,128,0,160.0,-0.046875
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_060842.csv,34,first4,there|are|five|phones,512,512,1,544.0,0.840625
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_060842.csv,35,first4,bill|is|trying|to,256,128,0,288.0,-0.08437499999999999
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_060842.csv,36,first4,tom|s|restaurant|gets,128,128,1,160.0,0.953125
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_060842.csv,37,first4,shelly|s|3|kids,256,128,1,288.0,0.915625
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_060842.csv,38,first4,a|singer|has|50,128,128,1,134.0,0.9607421875
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_060842.csv,39,first4,juan|and|his|brother,512,512,1,544.0,0.840625
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_065843.csv,0,first4,ophelia|and|jenna|are,256,128,0,288.0,-0.08437499999999999
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_065843.csv,1,first4,reggie|lynn|and|paisley,256,512,0,288.0,-0.08437499999999999
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_065843.csv,2,first4,sasha|and|julie|are,128,128,0,160.0,-0.046875
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_065843.csv,3,first4,raphael|went|to|buy,256,128,1,288.0,0.915625
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_065843.csv,4,first4,last|friday|13|of,128,128,1,160.0,0.953125
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_065843.csv,5,first4,a|jellyfish|tank|has,256,128,0,288.0,-0.08437499999999999
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_065843.csv,6,first4,theo|has|6000|he,512,512,1,544.0,0.840625
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_065843.csv,7,first4,tom|decides|to|give,256,512,0,288.0,-0.08437499999999999
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_065843.csv,8,first4,romeo|boards|a|train,512,512,1,526.0,0.8458984375
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_065843.csv,9,first4,there|are|6|students,256,128,1,263.0,0.92294921875
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_065843.csv,10,first4,james|gets|80|emails,256,128,1,288.0,0.915625
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_065843.csv,11,first4,marcel|runs|a|bicycle,128,128,0,160.0,-0.046875
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_065843.csv,12,first4,200|pounds|of|carrots,256,128,1,288.0,0.915625
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_065843.csv,13,first4,aaron|and|vanessa|were,128,128,1,160.0,0.953125
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_065843.csv,14,first4,judy|teaches|5|dance,512,512,1,544.0,0.840625
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_065843.csv,15,first4,it|costs|194|per,128,128,0,160.0,-0.046875
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_065843.csv,16,first4,john|decides|to|get,256,256,1,288.0,0.915625
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_065843.csv,17,first4,carla|is|downloading|a,256,512,0,288.0,-0.08437499999999999
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_065843.csv,18,first4,mario|needs|to|buy,256,256,1,288.0,0.915625
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_065843.csv,19,first4,gomer|ate|5|less,256,128,0,288.0,-0.08437499999999999
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_065843.csv,20,first4,roger|goes|to|the,256,256,1,288.0,0.915625
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_065843.csv,21,first4,john|had|a|son,128,128,0,160.0,-0.046875
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_065843.csv,22,first4,hannah|has|a|mental,512,512,1,544.0,0.840625
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_065843.csv,23,first4,uncle|ben|has|four,256,128,1,288.0,0.915625
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_065843.csv,24,first4,jared|is|trying|to,256,256,1,288.0,0.915625
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_065843.csv,25,first4,julie|had|500|she,512,512,1,544.0,0.840625
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_065843.csv,26,first4,a|tank|of|water,256,256,1,288.0,0.915625
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_065843.csv,27,first4,the|farm|has|30,128,128,0,160.0,-0.046875
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_065843.csv,28,first4,john|orders|some|pizzas,256,128,0,288.0,-0.08437499999999999
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_065843.csv,29,first4,tom|found|214|seashells,256,256,1,288.0,0.915625
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_065843.csv,30,first4,wayne|and|bernadette|are,256,128,0,288.0,-0.08437499999999999
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_065843.csv,31,first4,peter|has|4|boxes,256,512,0,288.0,-0.08437499999999999
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_065843.csv,32,first4,cedar|falls|middle|school,256,256,1,263.0,0.92294921875
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_065843.csv,33,first4,conor|lives|near|a,128,128,0,135.0,-0.03955078125
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_065843.csv,34,first4,john|arm|wrestles|20,128,128,1,160.0,0.953125
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_065843.csv,35,first4,out|of|the|200,128,128,0,160.0,-0.046875
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_065843.csv,36,first4,on|a|busy|saturday,256,128,0,288.0,-0.08437499999999999
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_065843.csv,37,first4,wendy|wants|to|place,256,256,1,288.0,0.915625
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_065843.csv,38,first4,julie|operates|the|cash,512,512,1,544.0,0.840625
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_065843.csv,39,first4,john|rents|his|car,256,256,1,288.0,0.915625
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_071554.csv,0,first4,liam|is|16|years,256,128,0,288.0,-0.08437499999999999
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_071554.csv,1,first4,it|takes|james|10,256,128,1,288.0,0.915625
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_071554.csv,2,first4,john|had|a|son,128,128,0,160.0,-0.046875
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_071554.csv,3,first4,walter|bought|60|apples,128,128,0,160.0,-0.046875
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_071554.csv,4,first4,in|a|school|activity,256,128,0,288.0,-0.08437499999999999
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_071554.csv,5,first4,john|earned|50|dollars,256,512,0,288.0,-0.08437499999999999
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_071554.csv,6,first4,mel|uses|a|900,256,128,0,288.0,-0.08437499999999999
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_071554.csv,7,first4,monica|is|wrapping|christmas,256,128,0,288.0,-0.08437499999999999
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_071554.csv,8,first4,brook|hills|high|school,256,128,0,288.0,-0.08437499999999999
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_071554.csv,9,first4,john|plans|to|save,128,128,1,160.0,0.953125
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_071554.csv,10,first4,a|class|of|50,256,128,0,288.0,-0.08437499999999999
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_071554.csv,11,first4,katerina|makes|designer|jewelry,256,128,0,288.0,-0.08437499999999999
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_071554.csv,12,first4,richard|jerry|and|robert,256,128,0,288.0,-0.08437499999999999
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_071554.csv,13,first4,there|are|66|fish,256,512,0,288.0,-0.08437499999999999
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_071554.csv,14,first4,the|population|of|porcupines,256,512,0,288.0,-0.08437499999999999
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_071554.csv,15,first4,a|farmer|has|900,256,256,1,288.0,0.915625
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_071554.csv,16,first4,rachel|bought|23|cookies,256,128,1,288.0,0.915625
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_071554.csv,17,first4,ingrid|drinks|8|cups,256,128,1,288.0,0.915625
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_071554.csv,18,first4,there|is|space|for,256,128,1,288.0,0.915625
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_071554.csv,19,first4,there|are|6|periods,256,512,0,288.0,-0.08437499999999999
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_071554.csv,20,first4,on|tuesday|peter|wants,128,128,1,160.0,0.953125
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_071554.csv,21,first4,mrs|sherman|made|a,128,128,0,160.0,-0.046875
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_071554.csv,22,first4,a|train|has|172,256,128,0,288.0,-0.08437499999999999
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_071554.csv,23,first4,will|buys|15|oranges,128,128,1,160.0,0.953125
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_071554.csv,24,first4,paul|needs|63|cupcakes,256,256,1,288.0,0.915625
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_071554.csv,25,first4,mr|boarden|is|remodeling,128,128,1,160.0,0.953125
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_071554.csv,26,first4,it|s|strawberry|picking,256,128,0,288.0,-0.08437499999999999
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_071554.csv,27,first4,bernie|has|4|dogs,256,256,1,288.0,0.915625
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_071554.csv,28,first4,james|delivers|600|newspapers,256,512,0,288.0,-0.08437499999999999
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_071554.csv,29,first4,kyle|bought|last|year,128,128,1,137.0,0.95986328125
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_071554.csv,30,first4,there|are|some|oranges,128,128,1,160.0,0.953125
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_071554.csv,31,first4,nick|is|choosing|between,256,512,0,288.0,-0.08437499999999999
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_071554.csv,32,first4,suzie|loves|to|chew,256,512,0,288.0,-0.08437499999999999
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_071554.csv,33,first4,sean|is|practicing|for,128,128,1,160.0,0.953125
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_071554.csv,34,first4,tara|bought|8|packs,256,128,1,288.0,0.915625
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_071554.csv,35,first4,janet|goes|to|the,256,128,0,288.0,-0.08437499999999999
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_071554.csv,36,first4,aaron|and|vanessa|were,128,128,1,160.0,0.953125
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_071554.csv,37,first4,to|make|a|call,256,128,0,288.0,-0.08437499999999999
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_071554.csv,38,first4,john|has|2|houses,256,256,1,288.0,0.915625
