idx,features,chosen_budget,oracle_budget,correct,tokens,utility
18,000,256,256,1,288.0,0.9568
19,000,256,64,0,288.0,-0.043199999999999995
20,000,256,64,0,288.0,-0.043199999999999995
21,000,256,128,1,288.0,0.9568
22,000,256,64,0,288.0,-0.043199999999999995
23,000,256,64,0,288.0,-0.043199999999999995
24,000,256,64,0,288.0,-0.043199999999999995
25,000,256,128,1,288.0,0.9568
26,000,256,64,0,288.0,-0.043199999999999995
27,000,256,128,0,288.0,-0.043199999999999995
28,000,256,128,0,288.0,-0.043199999999999995
29,000,256,128,1,288.0,0.9568
30,000,256,256,1,288.0,0.9568
31,000,256,64,0,288.0,-0.043199999999999995
32,000,256,256,1,261.0,0.96085
33,000,256,64,0,288.0,-0.043199999999999995
34,000,256,128,1,288.0,0.9568
35,000,256,128,1,288.0,0.9568
36,000,256,64,0,288.0,-0.043199999999999995
37,000,256,64,0,288.0,-0.043199999999999995
38,000,256,64,0,288.0,-0.043199999999999995
39,000,256,64,0,288.0,-0.043199999999999995
0,000,256,64,0,288.0,-0.043199999999999995
1,000,256,128,1,288.0,0.9568
2,000,256,64,0,288.0,-0.043199999999999995
3,000,256,128,1,270.0,0.9595
4,000,256,128,1,288.0,0.9568
5,000,256,64,0,288.0,-0.043199999999999995
6,000,256,128,1,288.0,0.9568
7,000,256,128,1,263.0,0.96055
8,000,256,128,1,288.0,0.9568
9,000,256,256,1,288.0,0.9568
10,000,256,128,1,288.0,0.9568
11,000,256,128,1,288.0,0.9568
12,000,256,128,1,288.0,0.9568
13,000,256,128,1,288.0,0.9568
14,000,256,128,1,288.0,0.9568
15,000,256,128,1,288.0,0.9568
16,000,256,64,0,288.0,-0.043199999999999995
17,000,256,128,1,288.0,0.9568
18,000,256,256,1,288.0,0.9568
19,000,256,256,1,288.0,0.9568
20,000,256,128,1,288.0,0.9568
21,000,256,128,1,288.0,0.9568
22,000,256,128,0,288.0,-0.043199999999999995
23,000,256,64,0,288.0,-0.043199999999999995
24,000,256,128,1,288.0,0.9568
25,000,256,128,1,288.0,0.9568
26,000,256,64,0,288.0,-0.043199999999999995
27,000,256,64,0,288.0,-0.043199999999999995
28,000,256,128,1,288.0,0.9568
29,000,256,64,0,288.0,-0.043199999999999995
30,000,256,64,0,288.0,-0.043199999999999995
31,000,256,64,0,288.0,-0.043199999999999995
32,000,256,64,0,288.0,-0.043199999999999995
33,000,256,128,0,288.0,-0.043199999999999995
34,000,256,64,0,288.0,-0.043199999999999995
35,000,256,128,1,288.0,0.9568
36,000,256,128,0,288.0,-0.043199999999999995
37,000,256,128,0,288.0,-0.043199999999999995
38,000,256,128,0,288.0,-0.043199999999999995
39,000,256,256,1,288.0,0.9568
0,000,256,128,1,270.0,0.9595
1,000,256,64,0,288.0,-0.043199999999999995
2,000,256,64,0,288.0,-0.043199999999999995
3,000,256,256,1,288.0,0.9568
4,000,256,128,1,288.0,0.9568
5,000,256,256,1,270.0,0.9595
6,000,256,128,0,288.0,-0.043199999999999995
7,000,256,64,0,288.0,-0.043199999999999995
8,000,256,64,0,288.0,-0.043199999999999995
9,000,256,64,0,288.0,-0.043199999999999995
10,000,256,128,0,288.0,-0.043199999999999995
11,000,256,64,0,288.0,-0.043199999999999995
12,000,256,256,1,288.0,0.9568
13,000,256,64,0,288.0,-0.043199999999999995
14,000,256,128,1,288.0,0.9568
15,000,256,256,1,288.0,0.9568
16,000,256,64,0,288.0,-0.043199999999999995
17,000,256,128,1,288.0,0.9568
18,000,256,64,0,288.0,-0.043199999999999995
19,000,256,64,0,288.0,-0.043199999999999995
20,000,256,64,0,288.0,-0.043199999999999995
21,000,256,64,0,288.0,-0.043199999999999995
22,000,256,256,1,262.0,0.9607
23,000,256,64,0,288.0,-0.043199999999999995
24,000,256,128,1,288.0,0.9568
25,000,256,128,0,288.0,-0.043199999999999995
26,000,256,64,0,288.0,-0.043199999999999995
27,000,256,256,1,261.0,0.96085
28,000,256,256,1,288.0,0.9568
29,000,256,128,1,288.0,0.9568
30,000,256,64,0,288.0,-0.043199999999999995
31,000,256,256,1,288.0,0.9568
32,000,256,128,1,288.0,0.9568
33,000,256,64,0,288.0,-0.043199999999999995
34,000,256,64,0,288.0,-0.043199999999999995
35,000,256,256,1,288.0,0.9568
36,000,256,256,1,288.0,0.9568
37,000,256,64,0,288.0,-0.043199999999999995
38,000,256,64,0,288.0,-0.043199999999999995
39,000,256,64,0,288.0,-0.043199999999999995
0,000,256,256,1,288.0,0.9568
0,000,256,256,1,288.0,0.9568
1,000,256,256,1,288.0,0.9568
2,000,256,128,0,288.0,-0.043199999999999995
3,000,256,128,0,288.0,-0.043199999999999995
4,000,256,64,0,288.0,-0.043199999999999995
5,000,256,64,0,288.0,-0.043199999999999995
6,000,256,64,0,288.0,-0.043199999999999995
7,000,256,256,1,288.0,0.9568
8,000,256,256,1,288.0,0.9568
9,000,256,256,1,264.0,0.9604
10,000,256,128,0,288.0,-0.043199999999999995
11,000,256,256,1,262.0,0.9607
12,000,256,256,1,288.0,0.9568
13,000,256,64,0,288.0,-0.043199999999999995
14,000,256,64,0,288.0,-0.043199999999999995
15,000,256,64,0,288.0,-0.043199999999999995
16,000,256,128,0,288.0,-0.043199999999999995
17,000,256,256,1,288.0,0.9568
18,000,256,256,1,288.0,0.9568
19,000,256,256,1,288.0,0.9568
20,000,256,128,1,288.0,0.9568
21,000,256,128,0,288.0,-0.043199999999999995
22,000,256,128,0,288.0,-0.043199999999999995
23,000,256,256,1,288.0,0.9568
24,000,256,128,0,288.0,-0.043199999999999995
25,000,256,64,0,288.0,-0.043199999999999995
26,000,256,64,0,288.0,-0.043199999999999995
27,000,256,128,0,288.0,-0.043199999999999995
28,000,256,128,0,288.0,-0.043199999999999995
29,000,256,256,1,288.0,0.9568
30,000,256,128,1,288.0,0.9568
31,000,256,256,1,262.0,0.9607
32,000,256,64,0,288.0,-0.043199999999999995
33,000,256,64,0,288.0,-0.043199999999999995
34,000,256,64,0,288.0,-0.043199999999999995
35,000,256,256,1,288.0,0.9568
36,000,256,256,1,288.0,0.9568
37,000,256,128,1,288.0,0.9568
38,000,256,64,0,288.0,-0.043199999999999995
39,000,256,256,1,262.0,0.9607
0,000,256,64,0,288.0,-0.043199999999999995
1,000,256,64,0,288.0,-0.043199999999999995
2,000,256,64,0,263.0,-0.03945
3,000,256,64,0,288.0,-0.043199999999999995
4,000,256,256,1,288.0,0.9568
5,000,256,64,0,288.0,-0.043199999999999995
6,000,256,128,1,288.0,0.9568
7,000,256,256,1,288.0,0.9568
8,000,256,256,1,288.0,0.9568
9,000,256,64,0,288.0,-0.043199999999999995
10,000,256,64,0,288.0,-0.043199999999999995
11,000,256,64,0,288.0,-0.043199999999999995
12,000,256,256,1,288.0,0.9568
13,000,256,64,0,288.0,-0.043199999999999995
14,000,256,64,0,288.0,-0.043199999999999995
15,000,256,256,1,288.0,0.9568
16,000,256,64,0,288.0,-0.043199999999999995
17,000,256,128,1,288.0,0.9568
18,000,256,64,0,288.0,-0.043199999999999995
19,000,256,128,1,288.0,0.9568
20,000,256,64,0,288.0,-0.043199999999999995
21,000,256,128,0,288.0,-0.043199999999999995
22,000,256,64,0,288.0,-0.043199999999999995
23,000,256,256,1,263.0,0.96055
24,000,256,256,1,288.0,0.9568
25,000,256,256,1,288.0,0.9568
26,000,256,256,1,263.0,0.96055
27,000,256,64,0,288.0,-0.043199999999999995
28,000,256,256,1,288.0,0.9568
29,000,256,64,0,288.0,-0.043199999999999995
30,000,256,64,0,288.0,-0.043199999999999995
31,000,256,128,1,288.0,0.9568
32,000,256,128,0,288.0,-0.043199999999999995
33,000,256,256,1,264.0,0.9604
34,000,256,256,1,288.0,0.9568
35,000,256,128,1,288.0,0.9568
36,000,256,64,0,288.0,-0.043199999999999995
37,000,256,64,0,288.0,-0.043199999999999995
38,000,256,64,0,288.0,-0.043199999999999995
39,000,256,128,1,288.0,0.9568
0,000,256,64,0,288.0,-0.043199999999999995
1,000,256,64,0,288.0,-0.043199999999999995
2,000,256,128,0,288.0,-0.043199999999999995
3,000,256,128,0,288.0,-0.043199999999999995
4,000,256,256,1,288.0,0.9568
5,000,256,128,0,288.0,-0.043199999999999995
6,000,256,64,0,288.0,-0.043199999999999995
7,000,256,128,0,288.0,-0.043199999999999995
8,000,256,128,1,288.0,0.9568
9,000,256,64,0,288.0,-0.043199999999999995
10,000,256,64,0,288.0,-0.043199999999999995
11,000,256,64,0,288.0,-0.043199999999999995
12,000,256,128,1,288.0,0.9568
13,000,256,128,0,288.0,-0.043199999999999995
14,000,256,128,1,288.0,0.9568
15,000,256,256,1,288.0,0.9568
16,000,256,256,1,270.0,0.9595
17,000,256,128,1,288.0,0.9568
18,000,256,128,1,288.0,0.9568
19,000,256,128,1,288.0,0.9568
20,000,256,128,1,288.0,0.9568
21,000,256,64,0,288.0,-0.043199999999999995
22,000,256,256,1,266.0,0.9601
23,000,256,256,1,262.0,0.9607
24,000,256,256,1,288.0,0.9568
25,000,256,128,0,288.0,-0.043199999999999995
26,000,256,64,0,288.0,-0.043199999999999995
27,000,256,256,1,288.0,0.9568
28,000,256,128,1,288.0,0.9568
29,000,256,64,0,288.0,-0.043199999999999995
30,000,256,64,0,288.0,-0.043199999999999995
31,000,256,128,1,288.0,0.9568
32,000,256,128,1,288.0,0.9568
33,000,256,64,0,288.0,-0.043199999999999995
34,000,256,128,1,288.0,0.9568
35,000,256,64,0,288.0,-0.043199999999999995
36,000,256,128,1,288.0,0.9568
37,000,256,64,0,288.0,-0.043199999999999995
38,000,256,64,0,288.0,-0.043199999999999995
39,000,256,64,0,288.0,-0.043199999999999995
0,000,256,128,1,288.0,0.9568
1,000,256,256,1,288.0,0.9568
2,000,256,256,1,288.0,0.9568
3,000,256,128,1,288.0,0.9568
4,000,256,128,0,288.0,-0.043199999999999995
5,000,256,64,0,260.0,-0.039
6,000,256,64,0,288.0,-0.043199999999999995
7,000,256,64,0,288.0,-0.043199999999999995
8,000,256,64,0,288.0,-0.043199999999999995
9,000,256,64,0,288.0,-0.043199999999999995
10,000,256,64,0,288.0,-0.043199999999999995
11,000,256,64,0,288.0,-0.043199999999999995
12,000,256,64,0,288.0,-0.043199999999999995
13,000,256,256,1,288.0,0.9568
14,000,256,64,0,288.0,-0.043199999999999995
15,000,256,64,0,288.0,-0.043199999999999995
16,000,256,256,1,288.0,0.9568
17,000,256,64,0,288.0,-0.043199999999999995
18,000,256,64,0,288.0,-0.043199999999999995
19,000,256,64,0,288.0,-0.043199999999999995
20,000,256,256,1,262.0,0.9607
21,000,256,64,0,288.0,-0.043199999999999995
22,000,256,64,0,288.0,-0.043199999999999995
23,000,256,64,0,288.0,-0.043199999999999995
24,000,256,64,0,288.0,-0.043199999999999995
25,000,256,128,1,288.0,0.9568
26,000,256,128,1,288.0,0.9568
27,000,256,256,1,288.0,0.9568
28,000,256,64,0,288.0,-0.043199999999999995
29,000,256,128,0,288.0,-0.043199999999999995
30,000,256,128,1,288.0,0.9568
31,000,256,64,0,288.0,-0.043199999999999995
32,000,256,64,0,288.0,-0.043199999999999995
33,000,256,64,0,288.0,-0.043199999999999995
34,000,256,64,0,288.0,-0.043199999999999995
35,000,256,256,1,288.0,0.9568
36,000,256,64,0,288.0,-0.043199999999999995
37,000,256,256,1,261.0,0.96085
38,000,256,128,1,288.0,0.9568
39,000,256,256,1,288.0,0.9568
0,000,256,128,1,288.0,0.9568
1,000,256,256,1,288.0,0.9568
2,000,256,128,0,288.0,-0.043199999999999995
3,000,256,64,0,270.0,-0.0405
4,000,256,128,1,270.0,0.9595
5,000,256,128,1,288.0,0.9568
6,000,256,256,1,288.0,0.9568
7,000,256,64,0,288.0,-0.043199999999999995
8,000,256,64,0,288.0,-0.043199999999999995
9,000,256,256,1,288.0,0.9568
10,000,256,128,1,288.0,0.9568
11,000,256,128,1,288.0,0.9568
12,000,256,128,1,263.0,0.96055
13,000,256,64,0,288.0,-0.043199999999999995
14,000,256,256,1,288.0,0.9568
15,000,256,256,1,288.0,0.9568
16,000,256,64,0,288.0,-0.043199999999999995
17,000,256,128,0,288.0,-0.043199999999999995
18,000,256,128,1,288.0,0.9568
19,000,256,64,0,288.0,-0.043199999999999995
20,000,256,128,0,288.0,-0.043199999999999995
21,000,256,64,0,288.0,-0.043199999999999995
22,000,256,128,1,288.0,0.9568
23,000,256,64,0,288.0,-0.043199999999999995
24,000,256,64,0,288.0,-0.043199999999999995
25,000,256,64,0,288.0,-0.043199999999999995
26,000,256,256,1,288.0,0.9568
27,000,256,64,0,288.0,-0.043199999999999995
28,000,256,128,1,288.0,0.9568
29,000,256,64,0,288.0,-0.043199999999999995
30,000,256,64,0,288.0,-0.043199999999999995
31,000,256,64,0,288.0,-0.043199999999999995
32,000,256,64,0,288.0,-0.043199999999999995
33,000,256,128,1,288.0,0.9568
34,000,256,128,0,288.0,-0.043199999999999995
35,000,256,128,0,288.0,-0.043199999999999995
36,000,256,64,0,288.0,-0.043199999999999995
37,000,256,64,0,288.0,-0.043199999999999995
38,000,256,128,1,288.0,0.9568
39,000,256,256,1,288.0,0.9568
0,010,256,64,0,256.0,-0.0384
1,010,256,64,0,256.0,-0.0384
2,110,64,64,0,64.0,-0.0096
3,010,256,64,0,256.0,-0.0384
4,010,256,64,0,256.0,-0.0384
5,010,256,64,0,256.0,-0.0384
6,010,256,64,0,256.0,-0.0384
7,010,256,64,0,256.0,-0.0384
8,010,256,64,0,256.0,-0.0384
9,010,256,64,0,256.0,-0.0384
10,010,256,64,0,256.0,-0.0384
11,110,64,64,0,64.0,-0.0096
12,010,256,256,1,256.0,0.9616
13,110,64,64,0,64.0,-0.0096
14,010,256,64,0,256.0,-0.0384
15,110,64,64,0,64.0,-0.0096
16,010,256,64,0,256.0,-0.0384
17,110,64,64,0,64.0,-0.0096
18,110,64,64,0,64.0,-0.0096
19,010,256,64,0,256.0,-0.0384
20,010,256,64,0,256.0,-0.0384
21,110,64,64,0,64.0,-0.0096
22,010,256,64,0,256.0,-0.0384
23,010,256,64,0,256.0,-0.0384
24,110,64,64,0,64.0,-0.0096
25,110,64,64,0,64.0,-0.0096
26,010,256,64,0,256.0,-0.0384
27,010,256,64,0,256.0,-0.0384
28,110,64,64,0,64.0,-0.0096
29,010,256,64,0,256.0,-0.0384
30,110,64,64,1,64.0,0.9904
31,110,64,64,0,64.0,-0.0096
32,110,64,64,0,64.0,-0.0096
33,110,64,64,0,64.0,-0.0096
34,010,256,64,0,256.0,-0.0384
35,010,256,64,0,256.0,-0.0384
36,110,64,64,0,64.0,-0.0096
37,010,256,64,0,256.0,-0.0384
38,010,256,64,0,256.0,-0.0384
39,110,64,64,0,64.0,-0.0096
40,110,64,64,0,64.0,-0.0096
41,110,64,64,0,64.0,-0.0096
42,110,64,64,0,64.0,-0.0096
43,010,256,64,0,256.0,-0.0384
44,010,256,64,0,256.0,-0.0384
45,010,256,64,0,256.0,-0.0384
46,010,256,64,0,256.0,-0.0384
47,010,256,64,0,256.0,-0.0384
48,010,256,64,0,256.0,-0.0384
49,010,256,64,0,256.0,-0.0384
0,110,64,64,0,64.0,-0.0096
1,010,128,256,0,128.0,-0.0192
2,010,128,64,0,128.0,-0.0192
3,010,128,64,0,128.0,-0.0192
4,110,64,64,0,64.0,-0.0096
5,110,64,64,0,64.0,-0.0096
6,010,128,64,0,128.0,-0.0192
7,110,64,64,0,64.0,-0.0096
8,010,128,64,0,128.0,-0.0192
9,110,64,64,0,64.0,-0.0096
10,110,64,64,0,64.0,-0.0096
11,110,64,64,0,64.0,-0.0096
12,010,128,64,0,128.0,-0.0192
13,110,64,64,0,64.0,-0.0096
14,010,128,64,0,128.0,-0.0192
15,110,64,64,0,64.0,-0.0096
16,010,128,64,0,128.0,-0.0192
17,110,64,256,0,64.0,-0.0096
18,010,128,64,0,128.0,-0.0192
19,010,128,64,0,128.0,-0.0192
20,010,128,64,0,128.0,-0.0192
21,110,64,64,0,64.0,-0.0096
22,010,128,256,0,128.0,-0.0192
23,010,128,64,0,128.0,-0.0192
24,010,128,64,0,128.0,-0.0192
25,110,64,64,1,64.0,0.9904
26,010,128,64,0,128.0,-0.0192
27,110,64,64,0,64.0,-0.0096
28,110,64,64,0,64.0,-0.0096
29,010,128,64,0,128.0,-0.0192
30,010,128,64,0,128.0,-0.0192
31,110,64,64,0,64.0,-0.0096
32,010,128,64,0,128.0,-0.0192
33,110,64,64,0,64.0,-0.0096
34,010,128,64,0,128.0,-0.0192
35,010,128,128,1,128.0,0.9808
36,110,64,64,0,64.0,-0.0096
37,110,64,64,0,64.0,-0.0096
38,110,64,64,0,64.0,-0.0096
39,110,64,64,0,64.0,-0.0096
40,010,128,256,0,128.0,-0.0192
41,010,128,64,0,128.0,-0.0192
42,010,128,64,0,128.0,-0.0192
43,110,64,64,0,64.0,-0.0096
44,010,128,64,0,128.0,-0.0192
45,110,64,64,0,64.0,-0.0096
46,110,64,64,0,64.0,-0.0096
47,110,64,64,1,64.0,0.9904
48,110,64,64,0,64.0,-0.0096
49,110,64,64,0,64.0,-0.0096
0,010,256,64,0,256.0,-0.0384
1,110,64,64,0,64.0,-0.0096
2,110,64,64,0,64.0,-0.0096
3,010,256,64,0,256.0,-0.0384
4,110,64,64,0,64.0,-0.0096
5,010,256,64,0,256.0,-0.0384
6,010,256,256,1,256.0,0.9616
7,010,256,64,0,256.0,-0.0384
8,110,64,64,0,64.0,-0.0096
9,010,256,64,0,256.0,-0.0384
10,110,64,64,0,64.0,-0.0096
11,010,256,128,0,256.0,-0.0384
12,010,256,64,0,256.0,-0.0384
13,010,256,64,0,256.0,-0.0384
14,010,256,64,0,256.0,-0.0384
15,110,64,64,0,64.0,-0.0096
16,110,64,64,0,64.0,-0.0096
17,110,64,64,0,64.0,-0.0096
18,110,64,64,0,64.0,-0.0096
19,010,256,64,0,256.0,-0.0384
20,010,256,64,0,256.0,-0.0384
21,010,256,64,0,256.0,-0.0384
22,110,64,64,0,64.0,-0.0096
23,110,64,64,0,64.0,-0.0096
24,010,256,64,0,256.0,-0.0384
25,110,64,256,0,64.0,-0.0096
26,010,256,64,0,256.0,-0.0384
27,010,256,64,0,256.0,-0.0384
28,110,64,64,0,64.0,-0.0096
29,010,256,64,0,256.0,-0.0384
30,110,64,64,0,64.0,-0.0096
31,010,256,64,0,256.0,-0.0384
32,110,64,64,0,64.0,-0.0096
33,010,256,64,0,256.0,-0.0384
34,010,256,64,0,256.0,-0.0384
35,110,64,64,0,64.0,-0.0096
36,110,64,64,0,64.0,-0.0096
37,010,256,64,0,256.0,-0.0384
38,010,256,64,0,256.0,-0.0384
39,010,256,64,0,256.0,-0.0384
40,010,256,64,0,256.0,-0.0384
41,010,256,64,0,256.0,-0.0384
42,010,256,64,0,256.0,-0.0384
43,110,64,64,0,64.0,-0.0096
44,010,256,64,0,256.0,-0.0384
45,110,64,64,0,64.0,-0.0096
46,010,256,64,0,256.0,-0.0384
47,010,256,64,0,256.0,-0.0384
48,010,256,64,0,256.0,-0.0384
49,010,256,64,0,256.0,-0.0384
