best_correct,best_latency_s,best_pred,best_stopped_early,best_tokens,fixed_128_correct,fixed_128_latency_s,fixed_128_pred,fixed_128_tokens,fixed_256_correct,fixed_256_latency_s,fixed_256_pred,fixed_256_tokens,fixed_64_correct,fixed_64_latency_s,fixed_64_pred,fixed_64_tokens,gold,idx
0,0.24761666302219965,230,1,10,0,0.22055130600347184,230,9,0,0.21958990299026482,230,9,0,0.21905197598971426,230,9,250,205
0,0.2553634060022887,125,1,10,0,0.22726888000033796,125,9,0,0.22734852001303807,125,9,0,0.22695906899753027,125,9,60,206
0,0.2765008429705631,1350,1,11,0,0.24660313301137649,1350,10,0,0.24607150501105934,1350,10,0,0.24713772602262907,1350,10,1170,207
0,0.22892463201424107,37,1,9,0,0.20348865899723023,37,8,0,0.20190840598661453,37,8,0,0.20351095299702138,37,8,40,208
0,0.22251579200383276,60,1,9,0,0.204414806998102,60,8,0,0.1963248540123459,60,8,0,0.19492909300606698,60,8,72,209
0,0.2542681700142566,290,1,10,0,0.22725631998036988,290,9,0,0.22861255198949948,290,9,0,0.22614372899988666,290,9,480,210
0,0.22982528500142507,89,1,9,0,0.2016926190117374,89,8,0,0.2006984769832343,89,8,0,0.20088670300901867,89,8,41,211
0,0.23447188502177596,25,1,9,0,0.20127299899468198,25,8,0,0.20173313899431378,25,8,0,0.2018735320016276,25,8,75,212
0,0.27050452600815333,1872,1,11,0,0.2443191170168575,1872,10,0,0.24391703499713913,1872,10,0,0.2469447699841112,1872,10,2304,213
0,0.7571808489738032,40,1,30,0,0.7256884920061566,40,29,0,0.7293635669921059,40,29,0,0.7260115449898876,40,29,8,214
1,3.284283986024093,80,1,129,1,3.1517674300121143,80,128,1,3.196838987991214,80,129,0,1.576507356017828,0,64,80,215
0,0.26544867298798636,660,1,10,0,0.2576119369769003,660,9,0,0.23366019999957643,660,9,0,0.24789932000567205,660,9,621,216
0,0.22178110299864784,18,1,9,0,0.1960848779999651,18,8,0,0.19533407597918995,18,8,0,0.19512233400018886,18,8,15,217
0,0.2604375949886162,100,1,10,0,0.2326618749939371,100,9,0,0.22990790699259378,100,9,0,0.23118901599082164,100,9,20,218
1,0.20741724196705036,7,1,8,1,0.18221607702434994,7,7,1,0.17932304702117108,7,7,1,0.18052382301539183,7,7,7,219
0,0.22898604298825376,10,1,9,0,0.20655907498439774,10,8,0,0.20274045900441706,10,8,0,0.2243532089923974,10,8,7,220
1,0.22284410701831803,42,1,9,1,0.19784673699177802,42,8,1,0.19527195100090466,42,8,1,0.19579823102685623,42,8,42,221
1,2.22728539298987,9,1,88,1,2.207699271006277,9,87,1,2.190385068010073,9,87,0,1.6108073329960462,459,64,9,222
1,0.23222809500293806,24,1,9,1,0.2068383919831831,24,8,1,0.20468647999223322,24,8,1,0.2051118559902534,24,8,24,223
0,0.28581950097577646,1200,1,11,0,0.2572654480172787,1200,10,0,0.25831865999498405,1200,10,0,0.25419988701469265,1200,10,80,224
0,0.24599537200992927,140,1,10,0,0.21966248902026564,140,9,0,0.22059809300117195,140,9,0,0.2197179940121714,140,9,260,225
0,0.2308046530233696,16,1,9,0,0.20260658097686246,16,8,0,0.20330750598805025,16,8,0,0.2035637570079416,16,8,23,226
0,0.30631068799993955,10500,1,12,0,0.27947372500784695,10500,11,0,0.2783537119976245,10500,11,0,0.2808930040046107,10500,11,"10,800",227
0,0.271066019020509,227,1,10,0,0.22875953701441176,227,9,0,0.2262241120042745,227,9,0,0.22958753499551676,227,9,221,228
1,0.1981337619945407,5,1,8,1,0.17132735799532384,5,7,1,0.17177680201712064,5,7,1,0.1719204100081697,5,7,5,229
0,0.3062708599900361,12000,1,12,0,0.2780487909913063,12000,11,0,0.27875855000456795,12000,11,0,0.278372554021189,12000,11,"14,000",230
0,0.2323549249849748,56,1,9,0,0.20404330900055356,56,8,0,0.2041938879992813,56,8,0,0.2028482919849921,56,8,50,231
1,0.2290150740009267,32,1,9,1,0.20121115099755116,32,8,1,0.20187210600124672,32,8,1,0.2012225689832121,32,8,32,232
0,0.22218839899869636,30,1,9,0,0.1961286510049831,30,8,0,0.19603317600558512,30,8,0,0.19652461301302537,30,8,40,233
1,0.23086160700768232,12,1,9,1,0.20328446000348777,12,8,1,0.20324657199671492,12,8,1,0.20420835400000215,12,8,12,234
0,0.2558435149840079,140,1,10,0,0.22915707100764848,140,9,0,0.2289929120161105,140,9,0,0.2292396670090966,140,9,160,235
1,3.817581101990072,10,0,144,0,3.2527193620044272,12,128,1,4.308805423002923,10,165,0,1.6198954280116595,12,64,10,236
1,0.19770911399973556,8,1,8,1,0.17150618898449466,8,7,1,0.1714649960049428,8,7,1,0.17127158198854886,8,7,8,237
1,3.202414533967385,109,1,126,1,3.145001743978355,109,125,1,3.1393230719841085,109,125,0,1.6047980950097553,18,64,109,238
0,0.22728394099976867,26,1,9,0,0.20368605401017703,26,8,0,0.1995073390135076,26,8,0,0.20853516898932867,26,8,38,239
1,0.29215761899831705,160,1,10,1,0.2601400220009964,160,9,1,0.26050683998619206,160,9,1,0.2602242100110743,160,9,160,240
0,0.22955526897567324,24,1,9,0,0.1993103380082175,24,8,0,0.1993879259971436,24,8,0,0.2004232209874317,24,8,14,241
1,0.21017361400299706,5,1,8,1,0.18362942797830328,5,7,1,0.18215735998819582,5,7,1,0.18095007500960492,5,7,5,242
1,0.2040775589994155,5,1,8,1,0.17538716702256352,5,7,1,0.1751063090050593,5,7,1,0.1748048209992703,5,7,5,243
1,0.23487017300794832,5,1,8,1,0.20273030898533762,5,7,1,0.2031397220271174,5,7,1,0.2021835779887624,5,7,5,244
0,0.27534404600737616,1150,1,11,0,0.24575281000579707,1150,10,0,0.24514620599802583,1150,10,0,0.24524358598864637,1150,10,370,245
1,0.2083581320475787,5,1,8,1,0.180830942990724,5,7,1,0.18088852998334914,5,7,1,0.18027263399562798,5,7,5,246
1,0.22688869698322378,32,1,9,1,0.19927998099592514,32,8,1,0.1995010469981935,32,8,1,0.19917997901211493,32,8,32,247
0,0.262871693004854,28,1,9,0,0.23252384399529546,28,8,0,0.23223677900386974,28,8,0,0.2317286659963429,28,8,56,248
1,0.22101078502601013,25,1,9,1,0.1955982820072677,25,8,1,0.19542429700959474,25,8,1,0.19504822601447813,25,8,25,249
1,0.2376926800061483,10,1,9,1,0.20862284500617534,10,8,1,0.20848410401958972,10,8,1,0.20819403300993145,10,8,10,250
0,0.22575444099493325,24,1,9,0,0.19907898499513976,24,8,0,0.19884773300145753,24,8,0,0.2000702839868609,24,8,36,251
1,2.199966037995182,50,1,86,1,2.4224772159941494,50,85,1,2.4451450469787233,50,85,0,1.837879063008586,250,64,50,252
0,0.22238533300696872,7.6,1,9,0,0.19628650799859315,7.6,8,0,0.19520069600548595,7.6,8,0,0.19528504498885013,7.6,8,8,253
1,0.23563686400302686,30,1,9,1,0.20681531698210165,30,8,1,0.20780758501496166,30,8,1,0.20791411798563786,30,8,30,254
1,0.22705249499995261,70,1,9,1,0.19940937700448558,70,8,1,0.20157522000954486,70,8,1,0.19896309898467734,70,8,70,255
0,0.22788953501731157,15,1,9,0,0.20098812200012617,15,8,0,0.2006610950047616,15,8,0,0.20205352100310847,15,8,10,256
1,0.22249944598297589,17,1,9,1,0.1960465719748754,17,8,1,0.1959886240074411,17,8,1,0.1973110350081697,17,8,17,257
0,0.23477894798270427,16,1,9,0,0.20684951799921691,16,8,0,0.20624055198277347,16,8,0,0.2059686479915399,16,8,13,258
0,0.2273623250075616,12,1,9,0,0.19938792299944907,12,8,0,0.1993257080030162,12,8,0,0.19960727699799463,12,8,10,259
0,0.25820708798710257,365,1,10,0,0.22940072100027464,365,9,0,0.229872352007078,365,9,0,0.22863917099311948,365,9,452,260
0,0.24662873600027524,240,1,10,0,0.22015323900268413,240,9,0,0.21925424100481905,240,9,0,0.2209106200025417,240,9,320,261
0,0.23509591098991223,35,1,9,0,0.20691102001001127,35,8,0,0.20588270699954592,35,8,0,0.2065970530093182,35,8,27,262
0,0.25490184500813484,360,1,10,0,0.2264109680254478,360,9,0,0.2269583810120821,360,9,0,0.22662887000478804,360,9,500,263
1,4.268218867015094,17,0,157,0,3.249291083018761,8,128,1,4.301929284003563,17,157,0,1.6122309519851115,6,64,17,264
0,0.22293081099633127,15,1,9,0,0.19570749401464127,15,8,0,0.19698233300005086,15,8,0,0.1946549040148966,15,8,25,265
0,0.23555591801414266,15,1,9,0,0.2060521639941726,15,8,0,0.2064333240268752,15,8,0,0.20591083902399987,15,8,20,266
0,0.25091992897796445,1.5,1,10,0,0.22322257899213582,1.5,9,0,0.22396361498977058,1.5,9,0,0.22368753599585034,1.5,9,5,267
1,5.0549368919746485,48,0,194,0,3.217172752978513,27,128,1,4.851878233021125,48,194,0,1.7295983960211743,1/3,64,48,268
1,0.19775636997655965,2,1,8,1,0.17166744801215827,2,7,1,0.17184176301816478,2,7,1,0.17145793899544515,2,7,2,269
1,0.2347666880232282,24,1,9,1,0.2074013749952428,24,8,1,0.2074560670007486,24,8,1,0.20698632299900055,24,8,24,270
0,0.2328456919931341,30,1,9,0,0.20329202798893675,30,8,0,0.2029464920051396,30,8,0,0.20261454800493084,30,8,75,271
0,0.23175356799038127,10,1,9,0,0.20435006899060681,10,8,0,0.20401915701222606,10,8,0,0.20293714900617488,10,8,12,272
0,0.24182599101914093,21,1,9,0,0.1958982129872311,21,8,0,0.1956670309882611,21,8,0,0.1961754160001874,21,8,189,273
0,0.2339034840115346,11,1,9,0,0.2052869689941872,11,8,0,0.20559411600697786,11,8,0,0.20556579300318845,11,8,10,274
0,0.25034990001586266,550,1,10,0,0.22366853500716388,550,9,0,0.22401330899447203,550,9,0,0.2244462679955177,550,9,650,275
0,0.22989371200674213,15,1,9,0,0.20281707201502286,15,8,0,0.22382230198127218,15,8,0,0.20181723599671386,15,8,21,276
0,0.24634505101130344,166,1,10,0,0.23872624701471068,166,9,0,0.21935703401686624,166,9,0,0.2192883499956224,166,9,142,277
0,0.28468416596297175,1250,1,11,0,0.2566299659956712,1250,10,0,0.2564996879955288,1250,10,0,0.25577437499305233,1250,10,3000,278
0,0.3067451720125973,-10.00,1,12,0,0.277261354989605,-10.00,11,0,0.27598900900920853,-10.00,11,0,0.278345574013656,-10.00,11,20,279
1,0.2580864599731285,360,1,10,1,0.23003791400697082,360,9,1,0.22887092898599803,360,9,1,0.25016963700181805,360,9,360,280
1,0.24654286200529896,576,1,10,1,0.21978602500166744,576,9,1,0.21975288502289914,576,9,1,0.2203018699947279,576,9,576,281
1,0.23387198499403894,20,1,9,1,0.20523135300027207,20,8,1,0.2056213360046968,20,8,1,0.20560890701017343,20,8,20,282
0,0.23090875201160088,56,1,9,0,0.201933778997045,56,8,0,0.20189890600158833,56,8,0,0.20310613300534897,56,8,104,283
0,0.25646084803156555,62.4,1,10,0,0.22970656299730763,62.4,9,0,0.2310472069948446,62.4,9,0,0.22824990801746026,62.4,9,312,284
0,0.24696561298333108,106,1,10,0,0.21964958700118586,106,9,0,0.21968549099983647,106,9,0,0.21962981700198725,106,9,92,285
1,2.8837031879811548,58,1,114,1,2.8913215209904592,58,113,1,2.904364957008511,58,113,0,1.639247137005441,98,64,58,286
0,0.22625364200212061,70,1,9,0,0.1989556199987419,70,8,0,0.19924074300797656,70,8,0,0.19944991101510823,70,8,80,287
0,0.25493226302205585,155,1,10,0,0.22906249901279807,155,9,0,0.2377344200212974,155,9,0,0.22873824700945988,155,9,15,288
0,0.2701310660340823,4300,1,11,0,0.2438936310063582,4300,10,0,0.24415038101142272,4300,10,0,0.24688992800656706,4300,10,5600,289
0,0.2310323330166284,10,1,9,0,0.20199966899235733,10,8,0,0.2017169689934235,10,8,0,0.20223874400835484,10,8,8,290
1,0.22661865700501949,15,1,9,1,0.2001917580200825,15,8,1,0.19943342500482686,15,8,1,0.19903319698642008,15,8,15,291
1,3.5123146030528005,160,1,137,1,3.2965764450200368,160,128,1,3.4841956729942467,160,137,0,1.6657907399930991,200,64,160,292
1,5.988999805034837,180,0,246,0,3.12012215401046,2,128,1,6.06005359700066,180,249,0,1.5495660890010186,3,64,180,293
0,0.2299305749766063,60,1,9,0,0.2023472459986806,60,8,0,0.20318901701830328,60,8,0,0.20175955398008227,60,8,80,294
1,4.537257498013787,13,0,182,0,3.1722385110042524,3,128,1,4.518260901008034,13,182,0,1.581634756992571,1,64,13,295
0,0.2798965490073897,110,1,10,0,0.23405024799285457,110,9,0,0.2278190320066642,110,9,0,0.22791958099696785,110,9,70,296
0,0.22201332298573107,90,1,9,0,0.19548785098595545,90,8,0,0.1960657900199294,90,8,0,0.19573467699228786,90,8,95,297
0,0.30579151699203067,90000,1,12,0,0.27952502100379206,90000,11,0,0.27826209500199184,90000,11,0,0.27840391598874703,90000,11,93000,298
0,0.26008117699529976,480,1,10,0,0.22494316400843672,480,9,0,0.22777849598787725,480,9,0,0.2241304269991815,480,9,1920,299
